"Gene.name.uniq"	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"Gene.stable.ID"	"Gene.name"	"ZFIN.ID"	"Gene.description"	"Source.of.gene.name"
"eif3ea"	2.28274962202866e-06	1.00693927454081	0.344	0.098	0.0584886108156182	"12"	"ENSDARG00000090697"	"eif3ea"	"https://zfin.org/ZDB-GENE-030131-3827"	"eukaryotic translation initiation factor 3, subunit E, a [Source:ZFIN;Acc:ZDB-GENE-030131-3827]"	"ZFIN"
"RPL37A"	3.39781887170242e-11	1.00747144277834	0.969	0.594	8.70589151307594e-07	"12"	"ENSDARG00000115271"	"RPL37A"	"https://zfin.org/ZDB-GENE-070928-31"	"ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]"	"HGNC Symbol"
"ran"	5.83965265023203e-06	1.01106032579182	0.312	0.088	0.149623580204245	"12"	"ENSDARG00000057026"	"ran"	"https://zfin.org/ZDB-GENE-990415-88"	"RAN, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-990415-88]"	"ZFIN"
"rps12"	6.31866875087171e-10	1.01326954212447	0.844	0.557	1.61896930734835e-05	"12"	"ENSDARG00000036875"	"rps12"	"https://zfin.org/ZDB-GENE-030131-8951"	"ribosomal protein S12 [Source:ZFIN;Acc:ZDB-GENE-030131-8951]"	"ZFIN"
"rsl24d1"	1.08712863390606e-05	1.01379341482571	0.438	0.171	0.27854409857941	"12"	"ENSDARG00000040439"	"rsl24d1"	"https://zfin.org/ZDB-GENE-040426-1925"	"ribosomal L24 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1925]"	"ZFIN"
"rpl21"	7.8381782005836e-09	1.01471445588696	0.938	0.571	0.000200829801855353	"12"	"ENSDARG00000010516"	"rpl21"	"https://zfin.org/ZDB-GENE-030131-8512"	"ribosomal protein L21 [Source:ZFIN;Acc:ZDB-GENE-030131-8512]"	"ZFIN"
"hspa8"	4.68973728627248e-11	1.01564729799311	0.969	0.617	1.20160448748873e-06	"12"	"ENSDARG00000068992"	"hspa8"	"https://zfin.org/ZDB-GENE-990415-92"	"heat shock protein 8 [Source:ZFIN;Acc:ZDB-GENE-990415-92]"	"ZFIN"
"cox6b2"	4.83004510980446e-06	1.01675542722918	0.5	0.2	0.12375541580341	"12"	"ENSDARG00000037860"	"cox6b2"	"https://zfin.org/ZDB-GENE-040426-1566"	"cytochrome c oxidase subunit 6B2 [Source:ZFIN;Acc:ZDB-GENE-040426-1566]"	"ZFIN"
"rps8a"	9.98616569869221e-12	1.02395035747506	0.938	0.709	2.55865537531892e-07	"12"	"ENSDARG00000055996"	"rps8a"	"https://zfin.org/ZDB-GENE-030131-8626"	"ribosomal protein S8a [Source:ZFIN;Acc:ZDB-GENE-030131-8626]"	"ZFIN"
"itgb1b.2"	1.21362045107087e-23	1.02678784429071	0.125	0.003	3.10953831973377e-19	"12"	"ENSDARG00000022689"	"itgb1b.2"	"https://zfin.org/ZDB-GENE-040426-2598"	"integrin, beta 1b.2 [Source:ZFIN;Acc:ZDB-GENE-040426-2598]"	"ZFIN"
"ms4a17a.11"	3.37669926721764e-12	1.03132914623164	0.156	0.012	8.65177886246504e-08	"12"	"ENSDARG00000094809"	"ms4a17a.11"	"https://zfin.org/ZDB-GENE-050417-157"	"membrane-spanning 4-domains, subfamily A, member 17A.11 [Source:ZFIN;Acc:ZDB-GENE-050417-157]"	"ZFIN"
"rpl14"	1.83829798452883e-11	1.0349967461042	0.938	0.616	4.71008709595978e-07	"12"	"ENSDARG00000103433"	"rpl14"	"https://zfin.org/ZDB-GENE-030131-2085"	"ribosomal protein L14 [Source:ZFIN;Acc:ZDB-GENE-030131-2085]"	"ZFIN"
"gch1"	8.82421740430423e-66	1.03662337289836	0.125	0	2.26094098333083e-61	"12"	"ENSDARG00000070453"	"gch1"	"https://zfin.org/ZDB-GENE-070720-5"	"GTP cyclohydrolase 1 [Source:ZFIN;Acc:ZDB-GENE-070720-5]"	"ZFIN"
"rps16"	1.02760212605217e-09	1.03878035746009	0.844	0.537	2.63292216737086e-05	"12"	"ENSDARG00000045487"	"rps16"	"https://zfin.org/ZDB-GENE-050506-107"	"ribosomal protein S16 [Source:ZFIN;Acc:ZDB-GENE-050506-107]"	"ZFIN"
"rps15a"	1.22488983601662e-11	1.04116882399623	0.906	0.545	3.13841273784178e-07	"12"	"ENSDARG00000010160"	"rps15a"	"https://zfin.org/ZDB-GENE-030131-8708"	"ribosomal protein S15a [Source:ZFIN;Acc:ZDB-GENE-030131-8708]"	"ZFIN"
"hapln1a"	2.74194261345874e-17	1.04356753462075	0.156	0.008	7.02540536420398e-13	"12"	"ENSDARG00000089769"	"hapln1a"	"https://zfin.org/ZDB-GENE-050302-175"	"hyaluronan and proteoglycan link protein 1a [Source:ZFIN;Acc:ZDB-GENE-050302-175]"	"ZFIN"
"rpl36a"	5.2503454885807e-12	1.04400997576768	0.906	0.536	1.34524352108415e-07	"12"	"ENSDARG00000058105"	"rpl36a"	"https://zfin.org/ZDB-GENE-020423-1"	"ribosomal protein L36A [Source:ZFIN;Acc:ZDB-GENE-020423-1]"	"ZFIN"
"eif3m"	5.14795023361255e-07	1.04771317679332	0.375	0.107	0.0131900780885621	"12"	"ENSDARG00000013931"	"eif3m"	"https://zfin.org/ZDB-GENE-040426-2643"	"eukaryotic translation initiation factor 3, subunit M [Source:ZFIN;Acc:ZDB-GENE-040426-2643]"	"ZFIN"
"vamp3"	6.68857774013105e-07	1.04812194306616	0.156	0.023	0.0171374738857638	"12"	"ENSDARG00000070161"	"vamp3"	"https://zfin.org/ZDB-GENE-040625-45"	"vesicle-associated membrane protein 3 (cellubrevin) [Source:ZFIN;Acc:ZDB-GENE-040625-45]"	"ZFIN"
"fthl27"	1.3805312599464e-05	1.05116864129069	0.688	0.416	0.353719719423466	"12"	"ENSDARG00000031776"	"fthl27"	"https://zfin.org/ZDB-GENE-040718-72"	"ferritin, heavy polypeptide-like 27 [Source:ZFIN;Acc:ZDB-GENE-040718-72]"	"ZFIN"
"crabp2a"	2.88555658807592e-11	1.0535355891626	0.188	0.019	7.39337308996812e-07	"12"	"ENSDARG00000073978"	"crabp2a"	"https://zfin.org/ZDB-GENE-020320-4"	"cellular retinoic acid binding protein 2, a [Source:ZFIN;Acc:ZDB-GENE-020320-4]"	"ZFIN"
"ssr4"	0.000256230519736626	1.05399634640663	0.25	0.082	1	"12"	"ENSDARG00000019444"	"ssr4"	"https://zfin.org/ZDB-GENE-030131-4900"	"signal sequence receptor, delta [Source:ZFIN;Acc:ZDB-GENE-030131-4900]"	"ZFIN"
"slc25a5"	2.20617787320879e-11	1.05551393937011	0.938	0.615	5.65266894673556e-07	"12"	"ENSDARG00000092553"	"slc25a5"	"https://zfin.org/ZDB-GENE-020419-9"	"solute carrier family 25 member 5 [Source:ZFIN;Acc:ZDB-GENE-020419-9]"	"ZFIN"
"rps24"	1.05838234376993e-10	1.05705930824004	0.938	0.678	2.71178724120732e-06	"12"	"ENSDARG00000039347"	"rps24"	"https://zfin.org/ZDB-GENE-040109-5"	"ribosomal protein S24 [Source:ZFIN;Acc:ZDB-GENE-040109-5]"	"ZFIN"
"eif3ha"	3.42119743563985e-06	1.05969913501766	0.25	0.059	0.0876579206959643	"12"	"ENSDARG00000102452"	"eif3ha"	"https://zfin.org/ZDB-GENE-040808-19"	"eukaryotic translation initiation factor 3, subunit H, a [Source:ZFIN;Acc:ZDB-GENE-040808-19]"	"ZFIN"
"bambib"	5.44146238100491e-23	1.06409649739698	0.156	0.006	1.39421149126108e-18	"12"	"ENSDARG00000099677"	"bambib"	"https://zfin.org/ZDB-GENE-040704-30"	"BMP and activin membrane-bound inhibitor homolog (Xenopus laevis) b [Source:ZFIN;Acc:ZDB-GENE-040704-30]"	"ZFIN"
"rps9"	2.93152970078644e-07	1.06707394859628	0.75	0.537	0.00751116539935501	"12"	"ENSDARG00000011405"	"rps9"	"https://zfin.org/ZDB-GENE-010724-15"	"ribosomal protein S9 [Source:ZFIN;Acc:ZDB-GENE-010724-15]"	"ZFIN"
"timp2a"	1.51402726911642e-11	1.07501293553912	0.156	0.013	3.8792406689301e-07	"12"	"ENSDARG00000061226"	"timp2a"	"https://zfin.org/ZDB-GENE-030612-1"	"TIMP metallopeptidase inhibitor 2a [Source:ZFIN;Acc:ZDB-GENE-030612-1]"	"ZFIN"
"serbp1a"	1.0855954351546e-06	1.07745061784809	0.594	0.285	0.0278151262395312	"12"	"ENSDARG00000074242"	"serbp1a"	"https://zfin.org/ZDB-GENE-030131-7389"	"SERPINE1 mRNA binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-7389]"	"ZFIN"
"rps3"	2.02839908617613e-08	1.07754028491927	0.75	0.369	0.000519716413860047	"12"	"ENSDARG00000103007"	"rps3"	"https://zfin.org/ZDB-GENE-030131-8494"	"ribosomal protein S3 [Source:ZFIN;Acc:ZDB-GENE-030131-8494]"	"ZFIN"
"gstp1"	0.000114743219684618	1.08028459870852	0.562	0.328	1	"12"	"ENSDARG00000104068"	"gstp1"	"https://zfin.org/ZDB-GENE-020806-4"	"glutathione S-transferase pi 1 [Source:ZFIN;Acc:ZDB-GENE-020806-4]"	"ZFIN"
"serpinf1"	1.52213861662708e-27	1.08190513329252	0.125	0.003	3.9000235635219e-23	"12"	"ENSDARG00000069048"	"serpinf1"	"https://zfin.org/ZDB-GENE-040912-2"	"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 [Source:ZFIN;Acc:ZDB-GENE-040912-2]"	"ZFIN"
"dap1b"	1.65786502251369e-07	1.08740063273775	0.312	0.072	0.00424778176068458	"12"	"ENSDARG00000086842"	"dap1b"	"https://zfin.org/ZDB-GENE-000511-4"	"death associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-000511-4]"	"ZFIN"
"plod1a"	1.5241619106363e-08	1.09473973974734	0.156	0.018	0.000390520764743232	"12"	"ENSDARG00000059746"	"plod1a"	"https://zfin.org/ZDB-GENE-030131-3165"	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3165]"	"ZFIN"
"akap12b"	2.48287055980681e-07	1.09915046683927	0.25	0.05	0.00636161094833702	"12"	"ENSDARG00000055678"	"akap12b"	"https://zfin.org/ZDB-GENE-030131-9753"	"A kinase (PRKA) anchor protein 12b [Source:ZFIN;Acc:ZDB-GENE-030131-9753]"	"ZFIN"
"ppib"	0.000337746818782969	1.10268963078507	0.375	0.167	1	"12"	"ENSDARG00000092798"	"ppib"	"https://zfin.org/ZDB-GENE-040426-1955"	"peptidylprolyl isomerase B (cyclophilin B) [Source:ZFIN;Acc:ZDB-GENE-040426-1955]"	"ZFIN"
"rps13"	2.21881153246051e-13	1.10483639989783	1	0.601	5.68503890847033e-09	"12"	"ENSDARG00000036298"	"rps13"	"https://zfin.org/ZDB-GENE-040625-52"	"ribosomal protein S13 [Source:ZFIN;Acc:ZDB-GENE-040625-52]"	"ZFIN"
"agtr2"	3.16053883206475e-41	1.10621051194397	0.125	0.001	8.0979325955163e-37	"12"	"ENSDARG00000035552"	"agtr2"	"https://zfin.org/ZDB-GENE-050306-56"	"angiotensin II receptor, type 2 [Source:ZFIN;Acc:ZDB-GENE-050306-56]"	"ZFIN"
"STMP1"	0.000148539322552807	1.11087264422441	0.188	0.046	1	"12"	"ENSDARG00000093058"	"STMP1"	"https://zfin.org/ZDB-GENE-041210-156"	"short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]"	"HGNC Symbol"
"RPS17"	1.11687294609965e-08	1.11646422153461	0.844	0.517	0.000286165186249653	"12"	"ENSDARG00000046157"	"RPS17"	"https://zfin.org/ZDB-GENE-050320-15"	"ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]"	"HGNC Symbol"
"rpl13"	1.04294099321463e-14	1.11789912689734	0.969	0.701	2.67222341281451e-10	"12"	"ENSDARG00000099380"	"rpl13"	"https://zfin.org/ZDB-GENE-031007-1"	"ribosomal protein L13 [Source:ZFIN;Acc:ZDB-GENE-031007-1]"	"ZFIN"
"hmcn2*1"	3.36381306059708e-41	1.11790456265753	0.125	0.001	8.61876182386184e-37	"12"	"ENSDARG00000079327"	"hmcn2"	"https://zfin.org/ZDB-GENE-030131-9765"	"hemicentin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9765]"	"ZFIN"
"ckap4"	1.47894149645185e-08	1.11804865730737	0.281	0.054	0.000378934390220893	"12"	"ENSDARG00000032405"	"ckap4"	"https://zfin.org/ZDB-GENE-040426-2417"	"cytoskeleton associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2417]"	"ZFIN"
"vdac3"	1.94572807302446e-09	1.12033209830544	0.156	0.016	4.98534446870327e-05	"12"	"ENSDARG00000003695"	"vdac3"	"https://zfin.org/ZDB-GENE-040426-2380"	"voltage-dependent anion channel 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2380]"	"ZFIN"
"rps18"	9.66074293643215e-11	1.12185660179404	0.812	0.43	2.47527555517264e-06	"12"	"ENSDARG00000100392"	"rps18"	"https://zfin.org/ZDB-GENE-020419-20"	"ribosomal protein S18 [Source:ZFIN;Acc:ZDB-GENE-020419-20]"	"ZFIN"
"rpl39"	8.93018264096236e-11	1.12352945099023	0.906	0.546	2.28809139626738e-06	"12"	"ENSDARG00000036316"	"rpl39"	"https://zfin.org/ZDB-GENE-040625-51"	"ribosomal protein L39 [Source:ZFIN;Acc:ZDB-GENE-040625-51]"	"ZFIN"
"ptmab"	1.84022509332175e-07	1.12372517158662	0.781	0.433	0.00471502473410898	"12"	"ENSDARG00000101766"	"ptmab"	"https://zfin.org/ZDB-GENE-030131-8681"	"prothymosin alpha b [Source:ZFIN;Acc:ZDB-GENE-030131-8681]"	"ZFIN"
"rpl9"	1.1602516019633e-13	1.12683469624132	1	0.641	2.97279665455037e-09	"12"	"ENSDARG00000037350"	"rpl9"	"https://zfin.org/ZDB-GENE-030131-8646"	"ribosomal protein L9 [Source:ZFIN;Acc:ZDB-GENE-030131-8646]"	"ZFIN"
"rplp2l"	7.55329511065763e-10	1.13191707092373	0.906	0.615	1.9353052732527e-05	"12"	"ENSDARG00000011201"	"rplp2l"	"https://zfin.org/ZDB-GENE-070327-2"	"ribosomal protein, large P2, like [Source:ZFIN;Acc:ZDB-GENE-070327-2]"	"ZFIN"
"rps23"	1.83706730780519e-09	1.13211909331239	0.875	0.493	4.70693385605845e-05	"12"	"ENSDARG00000021838"	"rps23"	"https://zfin.org/ZDB-GENE-080220-50"	"ribosomal protein S23 [Source:ZFIN;Acc:ZDB-GENE-080220-50]"	"ZFIN"
"krtcap2"	1.51332275664067e-06	1.13222038546493	0.219	0.044	0.0387743556706473	"12"	"ENSDARG00000070386"	"krtcap2"	"https://zfin.org/ZDB-GENE-060825-91"	"keratinocyte associated protein 2 [Source:ZFIN;Acc:ZDB-GENE-060825-91]"	"ZFIN"
"nid1b"	5.00600303742525e-23	1.14219222577146	0.156	0.006	1.2826380982491e-18	"12"	"ENSDARG00000103129"	"nid1b"	"https://zfin.org/ZDB-GENE-070802-3"	"nidogen 1b [Source:ZFIN;Acc:ZDB-GENE-070802-3]"	"ZFIN"
"prdx6"	5.14338872112285e-10	1.14513604840588	0.156	0.015	1.3178390581261e-05	"12"	"ENSDARG00000043511"	"prdx6"	"https://zfin.org/ZDB-GENE-040426-1778"	"peroxiredoxin 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1778]"	"ZFIN"
"rps10"	1.06780748942156e-14	1.14600228782019	1	0.695	2.73593634939591e-10	"12"	"ENSDARG00000034897"	"rps10"	"https://zfin.org/ZDB-GENE-040426-1481"	"ribosomal protein S10 [Source:ZFIN;Acc:ZDB-GENE-040426-1481]"	"ZFIN"
"rps20"	2.552686938356e-11	1.14766099067289	0.938	0.678	6.54049447345573e-07	"12"	"ENSDARG00000036044"	"rps20"	"https://zfin.org/ZDB-GENE-040426-2284"	"ribosomal protein S20 [Source:ZFIN;Acc:ZDB-GENE-040426-2284]"	"ZFIN"
"rps26l"	7.25726485373475e-07	1.14821044076289	0.719	0.411	0.0185945640082392	"12"	"ENSDARG00000030408"	"rps26l"	"https://zfin.org/ZDB-GENE-040426-1706"	"ribosomal protein S26, like [Source:ZFIN;Acc:ZDB-GENE-040426-1706]"	"ZFIN"
"uba52"	1.01032002215238e-09	1.14989969973986	0.812	0.476	2.58864196075884e-05	"12"	"ENSDARG00000041435"	"uba52"	"https://zfin.org/ZDB-GENE-051023-7"	"ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:ZFIN;Acc:ZDB-GENE-051023-7]"	"ZFIN"
"rpl5b"	2.85837577948678e-09	1.15146327040146	0.688	0.273	7.32373042220104e-05	"12"	"ENSDARG00000015862"	"rpl5b"	"https://zfin.org/ZDB-GENE-040625-93"	"ribosomal protein L5b [Source:ZFIN;Acc:ZDB-GENE-040625-93]"	"ZFIN"
"rpl35a"	2.62544947692979e-08	1.15395048929839	0.812	0.474	0.000672692664978951	"12"	"ENSDARG00000088030"	"rpl35a"	"https://zfin.org/ZDB-GENE-040718-190"	"ribosomal protein L35a [Source:ZFIN;Acc:ZDB-GENE-040718-190]"	"ZFIN"
"uqcrh"	9.75322202438247e-08	1.15592858930084	0.344	0.084	0.00249897054708728	"12"	"ENSDARG00000059128"	"uqcrh"	"https://zfin.org/ZDB-GENE-051030-93"	"ubiquinol-cytochrome c reductase hinge protein [Source:ZFIN;Acc:ZDB-GENE-051030-93]"	"ZFIN"
"dbi"	0.00471800255978445	1.16228278154894	0.156	0.048	1	"12"	"ENSDARG00000026369"	"dbi"	"https://zfin.org/ZDB-GENE-040426-1861"	"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) [Source:ZFIN;Acc:ZDB-GENE-040426-1861]"	"ZFIN"
"tnmd"	6.25163728637586e-22	1.16900228356649	0.125	0.004	1.60179450551522e-17	"12"	"ENSDARG00000052615"	"tnmd"	"https://zfin.org/ZDB-GENE-080220-31"	"tenomodulin [Source:ZFIN;Acc:ZDB-GENE-080220-31]"	"ZFIN"
"selenok"	2.03530393107766e-07	1.16933922019805	0.188	0.03	0.00521485573220717	"12"	"ENSDARG00000100823"	"selenok"	"https://zfin.org/ZDB-GENE-040912-131"	"selenoprotein K [Source:ZFIN;Acc:ZDB-GENE-040912-131]"	"ZFIN"
"crtap"	1.76555140706906e-08	1.17019693478	0.125	0.012	0.000452369581519234	"12"	"ENSDARG00000018010"	"crtap"	"https://zfin.org/ZDB-GENE-040426-2619"	"cartilage associated protein [Source:ZFIN;Acc:ZDB-GENE-040426-2619]"	"ZFIN"
"cd63"	6.90376386129856e-05	1.17120005876954	0.25	0.072	1	"12"	"ENSDARG00000025147"	"cd63"	"https://zfin.org/ZDB-GENE-030131-180"	"CD63 molecule [Source:ZFIN;Acc:ZDB-GENE-030131-180]"	"ZFIN"
"tpi1b"	2.01021358236058e-11	1.17124617961569	0.25	0.033	5.15056924072429e-07	"12"	"ENSDARG00000040988"	"tpi1b"	"https://zfin.org/ZDB-GENE-020416-4"	"triosephosphate isomerase 1b [Source:ZFIN;Acc:ZDB-GENE-020416-4]"	"ZFIN"
"rpl10a"	4.57613147946416e-10	1.17214959692012	0.875	0.601	1.17249640766831e-05	"12"	"ENSDARG00000042905"	"rpl10a"	"https://zfin.org/ZDB-GENE-030131-2025"	"ribosomal protein L10a [Source:ZFIN;Acc:ZDB-GENE-030131-2025]"	"ZFIN"
"sec61g"	1.40220697677252e-07	1.177095618822	0.594	0.246	0.00359273471588655	"12"	"ENSDARG00000018637"	"sec61g"	"https://zfin.org/ZDB-GENE-040718-203"	"SEC61 translocon gamma subunit [Source:ZFIN;Acc:ZDB-GENE-040718-203]"	"ZFIN"
"rps4x"	1.04721517310183e-11	1.17905888249488	0.906	0.543	2.6831747165215e-07	"12"	"ENSDARG00000014690"	"rps4x"	"https://zfin.org/ZDB-GENE-040927-19"	"ribosomal protein S4 X-linked [Source:ZFIN;Acc:ZDB-GENE-040927-19]"	"ZFIN"
"sod1"	1.61839416539124e-09	1.1807267128992	0.438	0.114	4.14664953056544e-05	"12"	"ENSDARG00000043848"	"sod1"	"https://zfin.org/ZDB-GENE-990415-258"	"superoxide dismutase 1, soluble [Source:ZFIN;Acc:ZDB-GENE-990415-258]"	"ZFIN"
"pcolcea"	4.60448414053667e-34	1.18195218463999	0.156	0.003	1.17976092648831e-29	"12"	"ENSDARG00000056913"	"pcolcea"	"https://zfin.org/ZDB-GENE-041014-370"	"procollagen C-endopeptidase enhancer a [Source:ZFIN;Acc:ZDB-GENE-041014-370]"	"ZFIN"
"rps14"	6.41482957042682e-15	1.18352343070237	1	0.572	1.64360763253476e-10	"12"	"ENSDARG00000036629"	"rps14"	"https://zfin.org/ZDB-GENE-030131-8631"	"ribosomal protein S14 [Source:ZFIN;Acc:ZDB-GENE-030131-8631]"	"ZFIN"
"mmp14a"	1.86103504439585e-09	1.18372095960685	0.156	0.016	4.76834399075104e-05	"12"	"ENSDARG00000002235"	"mmp14a"	"https://zfin.org/ZDB-GENE-030901-1"	"matrix metallopeptidase 14a (membrane-inserted) [Source:ZFIN;Acc:ZDB-GENE-030901-1]"	"ZFIN"
"rpl13a"	2.79195513731339e-14	1.18685188097934	0.938	0.502	7.15354745282438e-10	"12"	"ENSDARG00000044093"	"rpl13a"	"https://zfin.org/ZDB-GENE-030131-168"	"ribosomal protein L13a [Source:ZFIN;Acc:ZDB-GENE-030131-168]"	"ZFIN"
"wasf3b"	1.29399258070441e-13	1.19238273414772	0.156	0.011	3.31546779028085e-09	"12"	"ENSDARG00000062948"	"wasf3b"	"https://zfin.org/ZDB-GENE-070112-1512"	"WASP family member 3b [Source:ZFIN;Acc:ZDB-GENE-070112-1512]"	"ZFIN"
"txn"	5.26708582468554e-05	1.1937203110963	0.25	0.073	1	"12"	"ENSDARG00000044125"	"txn"	"https://zfin.org/ZDB-GENE-040718-162"	"thioredoxin [Source:ZFIN;Acc:ZDB-GENE-040718-162]"	"ZFIN"
"col12a1b"	4.92071150765089e-30	1.19476795109865	0.125	0.002	1.26078470249031e-25	"12"	"ENSDARG00000019601"	"col12a1b"	"https://zfin.org/ZDB-GENE-120215-116"	"collagen, type XII, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-120215-116]"	"ZFIN"
"zgc:113307"	4.46893245108114e-73	1.20525982446343	0.156	0.001	1.14502987261601e-68	"12"	"ENSDARG00000044894"	"zgc:113307"	"https://zfin.org/ZDB-GENE-050522-29"	"zgc:113307 [Source:ZFIN;Acc:ZDB-GENE-050522-29]"	"ZFIN"
"ntd5"	8.72759857806446e-14	1.20733202649783	0.125	0.007	2.23618530767168e-09	"12"	"ENSDARG00000040944"	"ntd5"	"https://zfin.org/ZDB-GENE-031030-7"	"ntl-dependent gene 5 [Source:ZFIN;Acc:ZDB-GENE-031030-7]"	"ZFIN"
"romo1"	1.61593823709325e-08	1.21779662192861	0.375	0.094	0.000414035695108032	"12"	"ENSDARG00000038076"	"romo1"	"https://zfin.org/ZDB-GENE-040426-1768"	"reactive oxygen species modulator 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1768]"	"ZFIN"
"eif3i"	3.68077358107827e-10	1.21820337388595	0.25	0.037	9.43087806943876e-06	"12"	"ENSDARG00000017445"	"eif3i"	"https://zfin.org/ZDB-GENE-040426-1922"	"eukaryotic translation initiation factor 3, subunit I [Source:ZFIN;Acc:ZDB-GENE-040426-1922]"	"ZFIN"
"rps26"	6.84310912142713e-11	1.21980015950972	0.688	0.251	1.75334141909206e-06	"12"	"ENSDARG00000037071"	"rps26"	"https://zfin.org/ZDB-GENE-030131-8606"	"ribosomal protein S26 [Source:ZFIN;Acc:ZDB-GENE-030131-8606]"	"ZFIN"
"rpl7a"	6.64084715852433e-16	1.22489913018434	1	0.62	1.7015178589571e-11	"12"	"ENSDARG00000019230"	"rpl7a"	"https://zfin.org/ZDB-GENE-031001-9"	"ribosomal protein L7a [Source:ZFIN;Acc:ZDB-GENE-031001-9]"	"ZFIN"
"ucp2"	2.40078368281018e-08	1.22904837012901	0.844	0.583	0.000615128795209625	"12"	"ENSDARG00000043154"	"ucp2"	"https://zfin.org/ZDB-GENE-990708-8"	"uncoupling protein 2 [Source:ZFIN;Acc:ZDB-GENE-990708-8]"	"ZFIN"
"tnc"	3.76267039731233e-23	1.2316058720335	0.156	0.006	9.64071409199365e-19	"12"	"ENSDARG00000021948"	"tnc"	"https://zfin.org/ZDB-GENE-980526-104"	"tenascin C [Source:ZFIN;Acc:ZDB-GENE-980526-104]"	"ZFIN"
"twist1a"	6.03758406623144e-33	1.23314816532442	0.125	0.002	1.54694978944982e-28	"12"	"ENSDARG00000030402"	"twist1a"	"https://zfin.org/ZDB-GENE-000210-6"	"twist family bHLH transcription factor 1a [Source:ZFIN;Acc:ZDB-GENE-000210-6]"	"ZFIN"
"rps11"	1.67177560312902e-14	1.23821653196921	0.969	0.567	4.28342345033717e-10	"12"	"ENSDARG00000053058"	"rps11"	"https://zfin.org/ZDB-GENE-040426-2701"	"ribosomal protein S11 [Source:ZFIN;Acc:ZDB-GENE-040426-2701]"	"ZFIN"
"glrx5"	1.11699579328938e-11	1.24231319853211	0.156	0.013	2.86196662156606e-07	"12"	"ENSDARG00000043665"	"glrx5"	"https://zfin.org/ZDB-GENE-040426-1957"	"glutaredoxin 5 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-1957]"	"ZFIN"
"mdh2"	5.90878899284343e-06	1.24434690944161	0.25	0.061	0.151394991574634	"12"	"ENSDARG00000043371"	"mdh2"	"https://zfin.org/ZDB-GENE-040426-2143"	"malate dehydrogenase 2, NAD (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-040426-2143]"	"ZFIN"
"rps21"	2.86382275553739e-09	1.24566442948505	0.75	0.427	7.33768666423789e-05	"12"	"ENSDARG00000025850"	"rps21"	"https://zfin.org/ZDB-GENE-040426-1102"	"ribosomal protein S21 [Source:ZFIN;Acc:ZDB-GENE-040426-1102]"	"ZFIN"
"rplp1"	6.02359300422716e-16	1.25064399192186	1	0.782	1.54336499954308e-11	"12"	"ENSDARG00000021864"	"rplp1"	"https://zfin.org/ZDB-GENE-030131-8663"	"ribosomal protein, large, P1 [Source:ZFIN;Acc:ZDB-GENE-030131-8663]"	"ZFIN"
"rpl31"	1.11595744106004e-11	1.25136584169515	0.906	0.516	2.85930615548404e-07	"12"	"ENSDARG00000053365"	"rpl31"	"https://zfin.org/ZDB-GENE-060331-121"	"ribosomal protein L31 [Source:ZFIN;Acc:ZDB-GENE-060331-121]"	"ZFIN"
"rps27a"	7.86907001619233e-14	1.25454755125566	0.938	0.549	2.0162131195488e-09	"12"	"ENSDARG00000032725"	"rps27a"	"https://zfin.org/ZDB-GENE-030131-10018"	"ribosomal protein S27a [Source:ZFIN;Acc:ZDB-GENE-030131-10018]"	"ZFIN"
"eef2b"	2.24685001955221e-08	1.25641770152451	0.688	0.35	0.000575687912009667	"12"	"ENSDARG00000100371"	"eef2b"	"https://zfin.org/ZDB-GENE-030131-5128"	"eukaryotic translation elongation factor 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5128]"	"ZFIN"
"col5a1"	1.38572643416127e-07	1.25650588242703	0.25	0.048	0.00355050826960802	"12"	"ENSDARG00000012593"	"col5a1"	"https://zfin.org/ZDB-GENE-041105-6"	"procollagen, type V, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-041105-6]"	"ZFIN"
